3ww3esz,split,question_id,track,topic_area,difficulty_level,difficulty_encoded,question_text,model_answer,student_answer,label,student_word_count,model_word_count,length_ratio,max_score
S01453,train,FE013,Front-End,CSS,medium,1,What is CSS Grid?,CSS Grid is a two-dimensional layout system for defining rows and columns to place and align elements in a grid.,The clip-path property is only supported in Firefox.,0,8,20,0.4,10
S03868,train,FE030,Front-End,JavaScript,hard,2,What is the difference between localStorage and sessionStorage?,localStorage persists data with no expiration. sessionStorage stores data only for the page session and clears when the tab closes.,localStorage and sessionStorage both permanently store data forever.,0,8,20,0.4,10
S03489,train,DA018,Data Analysis,Statistics,medium,1,What is the difference between variance and standard deviation?,"Variance is the average of squared differences from the mean. Standard deviation is the square root of variance, in the same units as the data.",Normal distributions are symmetric bell curves — the foundation of many statistical tests and the central limit theorem.,2,18,25,0.72,10
S05069,test,FE010,Front-End,CSS,easy,0,What is the CSS box model?,"The CSS box model describes rectangular boxes consisting of content, padding, border, and margin from inside out.",Grid template areas let you name regions of the layout.,1,10,17,0.588,10
S05351,train,DA016,Data Analysis,Statistics,medium,1,What is standard deviation?,Standard deviation measures the spread of data around the mean. Low values mean data clusters near the mean; high values mean it is spread out.,The median is a better measure than mean when data is skewed.,1,12,25,0.48,10
S07488,test,FE004,Front-End,HTML,medium,1,What is semantic HTML?,"Semantic HTML uses meaningful tags like header, nav, article, and footer that describe content purpose, improving accessibility and SEO.",GET is used to request data — it appends parameters to the URL and can be cached. POST submits data in the body and is better for forms with sensitive info.,2,31,19,1.632,10
S04096,train,DA014,Data Analysis,Visualization,hard,2,Explain what a box plot shows.,"A box plot displays the median, quartiles, interquartile range, and outliers of a dataset in a compact visual format.",Seaborn's pairplot creates a single chart for all variables.,0,9,19,0.474,10
S01531,test,DA006,Data Analysis,Pandas,medium,1,What is groupby() used for in pandas?,"groupby() splits data into groups, applies a function, and combines results for aggregation.",value_counts() returns the sum of all values in a column.,0,10,13,0.769,10
S02071,test,DA001,Data Analysis,Pandas,medium,1,What is a DataFrame in pandas?,"A DataFrame is a two-dimensional, size-mutable, tabular data structure with labeled axes (rows and columns) in pandas.",merge() stacks DataFrames vertically.,0,4,17,0.235,10
S03733,train,FE020,Front-End,JavaScript,easy,0,"What is the difference between var, let, and const in JavaScript?",var is function-scoped and hoisted. let is block-scoped and reassignable. const is block-scoped and cannot be reassigned.,JavaScript has no way to handle errors in async code.,0,10,17,0.588,10
S03628,train,DA025,Data Analysis,SQL,medium,1,What is the purpose of GROUP BY in SQL?,"GROUP BY groups rows with the same column values so aggregate functions like COUNT, SUM, or AVG can be applied.",SQL is a data visualization tool similar to Tableau.,0,9,20,0.45,10
S06307,train,DA023,Data Analysis,SQL,medium,1,What is the difference between WHERE and HAVING in SQL?,"WHERE filters rows before grouping, while HAVING filters groups after a GROUP BY operation.",SQL is the same as MongoDB and CouchDB.,0,8,14,0.571,10
S03908,train,FE030,Front-End,JavaScript,hard,2,What is the difference between localStorage and sessionStorage?,localStorage persists data with no expiration. sessionStorage stores data only for the page session and clears when the tab closes.,"let is block-scoped and can be reassigned, const can't be reassigned.",1,11,20,0.55,10
S00107,train,DA012,Data Analysis,Visualization,medium,1,What is seaborn and how does it differ from matplotlib?,Seaborn is a high-level statistical visualization library built on matplotlib with easier syntax and better default aesthetics.,Seaborn makes statistical visualizations easier to create than raw matplotlib.,1,10,17,0.588,10
S05360,train,DA016,Data Analysis,Statistics,medium,1,What is standard deviation?,Standard deviation measures the spread of data around the mean. Low values mean data clusters near the mean; high values mean it is spread out.,Correlation measures how two variables move together.,1,7,25,0.28,10
S04691,test,FE005,Front-End,HTML,medium,1,What is the difference between div and span?,div is a block-level container for grouping elements. span is an inline container for styling inline content.,Semantic tags like header and footer give structural meaning.,1,9,17,0.529,10
S07341,train,FE016,Front-End,CSS,medium,1,What is a CSS media query?,"A media query applies CSS styles conditionally based on device characteristics like screen width, enabling responsive design.","Pseudo-classes add selectors for element states (:hover, :focus), user actions (:visited), and structural positions (:nth-child).",2,15,17,0.882,10
S05605,train,DA029,Data Analysis,EDA,hard,2,What is feature engineering?,"Feature engineering creates, transforms, or selects variables from raw data to improve machine learning model performance.",EDA can be fully automated with no human judgment needed.,0,10,16,0.625,10
S01658,test,FE009,Front-End,CSS,easy,0,What is CSS?,"CSS is a stylesheet language used to control the visual presentation of HTML including colors, fonts, and layout.",Pseudo-classes like :focus and :checked style form states.,1,8,18,0.444,10
S00078,train,DA012,Data Analysis,Visualization,medium,1,What is seaborn and how does it differ from matplotlib?,Seaborn is a high-level statistical visualization library built on matplotlib with easier syntax and better default aesthetics.,Histograms group data into bins and show the frequency of observations in each range.,2,14,17,0.824,10
S06430,train,FE011,Front-End,CSS,easy,0,What is the difference between class and ID selectors in CSS?,An ID selector targets a unique element with higher specificity. A class selector targets multiple elements sharing the same class.,object-fit only works on video elements.,0,6,20,0.3,10
S05509,test,FE018,Front-End,CSS,hard,2,What is a CSS pseudo-class? Give examples.,"A pseudo-class styles elements based on state, such as :hover for mouse-over, :focus for inputs, and :nth-child() for position.",CSS Grid and Flexbox are the exact same layout system.,0,10,19,0.526,10
S02877,train,FE002,Front-End,HTML,easy,0,What is the difference between block and inline elements in HTML?,Block elements start on a new line and take full width. Inline elements flow within content and take only needed width.,"The head section is for metadata — not rendered content — including the title, links to CSS, and meta tags.",2,20,21,0.952,10
S07365,train,FE016,Front-End,CSS,medium,1,What is a CSS media query?,"A media query applies CSS styles conditionally based on device characteristics like screen width, enabling responsive design.",rem is root-relative; em is parent-relative. rem is preferred for consistency; em is useful for proportional scaling within components.,2,19,17,1.118,10
S03575,train,DA025,Data Analysis,SQL,medium,1,What is the purpose of GROUP BY in SQL?,"GROUP BY groups rows with the same column values so aggregate functions like COUNT, SUM, or AVG can be applied.","SQL interacts with databases to SELECT, INSERT, UPDATE data I think.",1,11,20,0.55,10
S06525,train,FE029,Front-End,JavaScript,hard,2,What is closure in JavaScript?,A closure is a function that retains access to its outer scope variables even after the outer function has finished executing.,A closure is the combination of a function and the lexical scope it was defined in. The inner function retains access to outer variables.,2,24,21,1.143,10
S08056,train,FE008,Front-End,HTML,hard,2,What are data attributes in HTML?,Data attributes (data-*) store custom data in HTML elements. They are accessed via JavaScript using dataset and do not affect rendering.,Checkboxes can only be used inside a form element.,0,9,21,0.429,10
S05845,train,FE025,Front-End,JavaScript,medium,1,What is a Promise in JavaScript?,"A Promise represents the eventual completion or failure of an asynchronous operation with states: pending, fulfilled, or rejected.",Hoisting only applies to const variables.,0,6,18,0.333,10
S01139,train,DA020,Data Analysis,Statistics,hard,2,What is an outlier and how can it be detected?,"An outlier is a data point significantly different from others. It is detected using IQR, z-scores, or box plots.",Standard deviation and variance both measure data spread.,1,8,19,0.421,10
S02334,train,DA007,Data Analysis,Pandas,hard,2,Explain the difference between merge() and concat() in pandas.,"merge() joins DataFrames based on common columns like SQL joins, while concat() stacks DataFrames along an axis.",groupby() groups data and enables aggregate computations per group — fundamental for summarizing datasets.,2,14,17,0.824,10
S02865,train,FE002,Front-End,HTML,easy,0,What is the difference between block and inline elements in HTML?,Block elements start on a new line and take full width. Inline elements flow within content and take only needed width.,"Data attributes use the data-* syntax (e.g., data-id='123') to store custom information on elements — accessible with element.dataset.id in JavaScript.",2,20,21,0.952,10
S04311,train,DA022,Data Analysis,SQL,easy,0,What does the SELECT statement do in SQL?,"The SELECT statement retrieves data from one or more tables with optional filtering, sorting, and aggregation.","SQL stands for Structured Query Language. It's designed for relational databases and allows you to SELECT, INSERT, UPDATE, and DELETE data in tables.",2,23,16,1.438,10
S03223,train,DA028,Data Analysis,EDA,easy,0,What is data cleaning?,"Data cleaning handles missing values, removes duplicates, corrects errors, and transforms data to ensure quality and consistency.","Data cleaning is performed by the database administrator, not the analyst.",0,11,17,0.647,10
S00862,train,DA021,Data Analysis,SQL,easy,0,What is SQL and what is it used for?,"SQL is a language used to manage and query relational databases, performing SELECT, INSERT, UPDATE, and DELETE operations.",SQL is a framework for building REST APIs.,0,8,18,0.444,10
S02750,train,DA009,Data Analysis,Visualization,easy,0,What is matplotlib used for?,"Matplotlib is a Python library for creating static, animated, and interactive visualizations such as line plots, bar charts, and scatter plots.",Heatmaps show data intensity with color gradients.,1,7,21,0.333,10
S02599,train,DA002,Data Analysis,Pandas,easy,0,How do you read a CSV file using pandas?,You use pd.read_csv('filename.csv') to read a CSV file into a DataFrame.,query() is used to save a DataFrame to disk.,0,9,11,0.818,10
S00213,train,FE027,Front-End,JavaScript,medium,1,What is the difference between null and undefined in JavaScript?,undefined means a variable is declared but not assigned. null is an intentional assignment representing no value.,var is function-scoped and can be redeclared. let is block-scoped and can be reassigned. const is block-scoped and cannot be reassigned after declaration.,2,23,17,1.353,10
S07152,train,FE022,Front-End,JavaScript,medium,1,What is an event listener in JavaScript?,An event listener waits for a specific event on an element and executes a callback function when the event occurs.,"A Promise is an object representing the eventual completion or failure of an async operation. It can be pending, fulfilled, or rejected.",2,22,20,1.1,10
S02281,train,DA013,Data Analysis,Visualization,medium,1,What is a heatmap used for in data analysis?,"A heatmap displays data values as colors in a matrix format, commonly used to visualize correlation matrices.",Line charts can only show categorical data.,0,7,17,0.412,10
S05688,train,FE021,Front-End,JavaScript,easy,0,What is the DOM?,The DOM is a tree-like representation of an HTML document that JavaScript manipulates to change content and structure.,The DOM is a tree-structured representation of an HTML document that JavaScript uses to access and dynamically modify page elements.,2,20,18,1.111,10
S07945,test,FE007,Front-End,HTML,hard,2,What is the difference between GET and POST methods in HTML forms?,GET appends data to the URL for non-sensitive retrieval. POST sends data in the request body for sensitive or large submissions.,Semantic HTML is only important for visual styling purposes.,0,9,21,0.429,10
S05131,train,DA027,Data Analysis,EDA,easy,0,What is Exploratory Data Analysis (EDA)?,"EDA analyzes datasets to summarize characteristics, find patterns, detect anomalies, and test hypotheses using visual and statistical methods.","EDA is only relevant for numerical data, not text or images.",0,11,18,0.611,10
S05806,train,FE025,Front-End,JavaScript,medium,1,What is a Promise in JavaScript?,"A Promise represents the eventual completion or failure of an asynchronous operation with states: pending, fulfilled, or rejected.",JavaScript always converts strings to numbers automatically.,0,7,18,0.389,10
S00070,train,DA012,Data Analysis,Visualization,medium,1,What is seaborn and how does it differ from matplotlib?,Seaborn is a high-level statistical visualization library built on matplotlib with easier syntax and better default aesthetics.,Scatter plots always require a third variable for color.,0,9,17,0.529,10
S03936,train,DA010,Data Analysis,Visualization,easy,0,What is the difference between a bar chart and a histogram?,"A bar chart compares categorical data, while a histogram shows the distribution of continuous numerical data using bins.",Bar charts use rectangular bars to represent categorical comparisons — good for showing totals or counts per group.,2,18,18,1,10
S00549,train,DA030,Data Analysis,EDA,hard,2,What is the difference between supervised and unsupervised learning?,Supervised learning trains on labeled data to predict outcomes. Unsupervised learning finds patterns in unlabeled data without predefined outputs.,Feature engineering creates domain-specific variables that improve the model's ability to capture the underlying patterns.,2,15,19,0.789,10
S07596,train,DA004,Data Analysis,Pandas,medium,1,How do you handle missing values in a pandas DataFrame?,"You can use dropna() to remove missing values, fillna() to replace them, or interpolate() to estimate them.","groupby('col').agg({'other_col': 'mean'}) — group by a column, then aggregate others with functions.",2,12,17,0.706,10
S01832,train,FE003,Front-End,HTML,easy,0,What is the purpose of the HTML head tag?,"The head tag contains metadata like title, charset, linked stylesheets, and scripts not displayed on the page.",HTML forms use action and method attributes to control submission.,1,10,17,0.588,10
S00315,train,FE023,Front-End,JavaScript,medium,1,What is the difference between == and === in JavaScript?,"== compares values with type coercion. === compares both value and type without coercion, making it stricter.",async/await is syntactic sugar built on Promises. You mark a function async and use await to pause until a Promise resolves.,2,21,17,1.235,10
S03652,train,FE020,Front-End,JavaScript,easy,0,"What is the difference between var, let, and const in JavaScript?",var is function-scoped and hoisted. let is block-scoped and reassignable. const is block-scoped and cannot be reassigned.,The 'use strict' directive makes code run faster.,0,8,17,0.471,10
S03819,train,FE030,Front-End,JavaScript,hard,2,What is the difference between localStorage and sessionStorage?,localStorage persists data with no expiration. sessionStorage stores data only for the page session and clears when the tab closes.,async functions return Promises implicitly. The await keyword suspends execution until the awaited Promise settles.,2,15,20,0.75,10
S03433,train,DA018,Data Analysis,Statistics,medium,1,What is the difference between variance and standard deviation?,"Variance is the average of squared differences from the mean. Standard deviation is the square root of variance, in the same units as the data.",Variance is always a whole number.,0,6,25,0.24,10
S06690,test,FE012,Front-End,CSS,medium,1,What is Flexbox in CSS?,"Flexbox arranges items in a row or column, allowing flexible sizing and alignment within a container.","With position:relative, the element is in normal flow but offset from its natural position — its original space in the layout is preserved.",2,23,16,1.438,10
S01931,train,DA011,Data Analysis,Visualization,medium,1,When would you use a scatter plot?,A scatter plot is used to visualize the relationship or correlation between two continuous numerical variables.,matplotlib is a comprehensive plotting library used for all kinds of charts.,1,12,16,0.75,10
S06666,test,FE012,Front-End,CSS,medium,1,What is Flexbox in CSS?,"Flexbox arranges items in a row or column, allowing flexible sizing and alignment within a container.",1rem = root font-size. 1em = current element's font-size. rem is consistent; em can cascade and compound when nested.,2,19,16,1.188,10
S06363,train,FE011,Front-End,CSS,easy,0,What is the difference between class and ID selectors in CSS?,An ID selector targets a unique element with higher specificity. A class selector targets multiple elements sharing the same class.,position:absolute takes the element out of normal flow. It's positioned based on top/left/right/bottom relative to the nearest positioned parent.,2,19,20,0.95,10
S06219,train,DA023,Data Analysis,SQL,medium,1,What is the difference between WHERE and HAVING in SQL?,"WHERE filters rows before grouping, while HAVING filters groups after a GROUP BY operation.","SQL is a language designed for relational database management. SELECT queries data, INSERT adds it, UPDATE modifies existing records, and DELETE removes them.",2,23,14,1.643,10
S03326,test,FE024,Front-End,JavaScript,medium,1,What is a callback function in JavaScript?,A callback is a function passed as an argument to another function and executed after that function completes.,async functions always return a Promise.,1,6,18,0.333,10
S03024,train,DA024,Data Analysis,SQL,medium,1,What is a JOIN in SQL? Name the types.,"A JOIN combines rows from two tables. Types include INNER JOIN, LEFT JOIN, RIGHT JOIN, and FULL OUTER JOIN.","SQL is a standard language for relational databases — SELECT queries tables, INSERT adds records, UPDATE modifies data, and DELETE removes rows.",2,22,19,1.158,10
S05258,train,DA027,Data Analysis,EDA,easy,0,What is Exploratory Data Analysis (EDA)?,"EDA analyzes datasets to summarize characteristics, find patterns, detect anomalies, and test hypotheses using visual and statistical methods.",EDA is about understanding your data through statistics and visualizations.,1,10,18,0.556,10
S04553,train,FE028,Front-End,JavaScript,hard,2,What is event bubbling in JavaScript?,Event bubbling is when an event triggered on a child element propagates up through parent elements in the DOM tree.,"localStorage persists after the browser closes, sessionStorage doesn't.",1,8,20,0.4,10
S08189,train,FE035,Front-End,React,medium,1,What is JSX in React?,JSX is a syntax extension for JavaScript that allows writing HTML-like code inside JavaScript. React uses JSX to describe what the UI should look like.,JSX is compiled by Babel into regular JavaScript function calls.,1,10,25,0.4,10
S04781,train,DA015,Data Analysis,Statistics,easy,0,"What is the difference between mean, median, and mode?",Mean is the average of all values. Median is the middle value. Mode is the most frequently occurring value.,Mean is affected by outliers while median is more robust.,1,10,19,0.526,10
S04103,train,DA014,Data Analysis,Visualization,hard,2,Explain what a box plot shows.,"A box plot displays the median, quartiles, interquartile range, and outliers of a dataset in a compact visual format.",Heatmaps are good for visualizing matrix-like data with color intensity.,1,10,19,0.526,10
S03018,train,DA024,Data Analysis,SQL,medium,1,What is a JOIN in SQL? Name the types.,"A JOIN combines rows from two tables. Types include INNER JOIN, LEFT JOIN, RIGHT JOIN, and FULL OUTER JOIN.","SQL gives you the tools to interact with relational databases — SELECT for reading, INSERT for creating, UPDATE for modifying, and DELETE for removing data.",2,25,19,1.316,10
S01669,test,FE009,Front-End,CSS,easy,0,What is CSS?,"CSS is a stylesheet language used to control the visual presentation of HTML including colors, fonts, and layout.",The :not() pseudo-class only accepts one argument.,0,7,18,0.389,10
S06859,train,DA003,Data Analysis,Pandas,easy,0,What does the pandas describe() function return?,"It returns summary statistics including count, mean, std, min, 25%, 50%, 75%, and max for numerical columns.",Pandas was developed by Microsoft for Excel.,0,7,17,0.412,10
S01738,test,FE009,Front-End,CSS,easy,0,What is CSS?,"CSS is a stylesheet language used to control the visual presentation of HTML including colors, fonts, and layout.",The display:none property makes elements invisible but still takes space.,0,10,18,0.556,10
S07607,train,DA004,Data Analysis,Pandas,medium,1,How do you handle missing values in a pandas DataFrame?,"You can use dropna() to remove missing values, fillna() to replace them, or interpolate() to estimate them.",merge does SQL-style joins and concat just stacks DataFrames together.,1,10,17,0.588,10
S02703,train,DA009,Data Analysis,Visualization,easy,0,What is matplotlib used for?,"Matplotlib is a Python library for creating static, animated, and interactive visualizations such as line plots, bar charts, and scatter plots.",A scatter plot is the right choice when exploring the relationship between two quantitative variables.,2,15,21,0.714,10
S01072,train,FE001,Front-End,HTML,easy,0,What is HTML?,HTML is the standard markup language used to create the structure and content of web pages.,iframe is deprecated and should never be used.,0,8,16,0.5,10
S01623,test,FE009,Front-End,CSS,easy,0,What is CSS?,"CSS is a stylesheet language used to control the visual presentation of HTML including colors, fonts, and layout.","The CSS box model defines element layout: content is innermost, surrounded by padding, then border, then margin.",2,17,18,0.944,10
S07111,train,FE022,Front-End,JavaScript,medium,1,What is an event listener in JavaScript?,An event listener waits for a specific event on an element and executes a callback function when the event occurs.,"Event bubbling means events only fire on the target element, not parents.",0,12,20,0.6,10
S02204,train,DA013,Data Analysis,Visualization,medium,1,What is a heatmap used for in data analysis?,"A heatmap displays data values as colors in a matrix format, commonly used to visualize correlation matrices.",matplotlib gives you full control over every aspect of a plot.,1,11,17,0.647,10
S04468,train,FE028,Front-End,JavaScript,hard,2,What is event bubbling in JavaScript?,Event bubbling is when an event triggered on a child element propagates up through parent elements in the DOM tree.,Event listeners can only be attached to button elements.,0,9,20,0.45,10
S06942,train,FE014,Front-End,CSS,medium,1,What is the difference between position relative and position absolute?,Relative positions an element relative to its normal position. Absolute positions it relative to its nearest positioned ancestor.,"Flexbox distributes items along a main axis (row or column) and a cross axis — great for nav bars, centering elements, and flexible layouts.",2,24,18,1.333,10
S00005,train,DA012,Data Analysis,Visualization,medium,1,What is seaborn and how does it differ from matplotlib?,Seaborn is a high-level statistical visualization library built on matplotlib with easier syntax and better default aesthetics.,matplotlib.pyplot is the main interface for creating plots.,1,8,17,0.471,10
S02296,train,DA007,Data Analysis,Pandas,hard,2,Explain the difference between merge() and concat() in pandas.,"merge() joins DataFrames based on common columns like SQL joins, while concat() stacks DataFrames along an axis.",fillna() removes rows with missing values.,0,6,17,0.353,10
S07407,train,FE016,Front-End,CSS,medium,1,What is a CSS media query?,"A media query applies CSS styles conditionally based on device characteristics like screen width, enabling responsive design.","CSS Grid creates 2D layouts — define rows and columns explicitly, then place items in the resulting grid cells.",2,19,17,1.118,10
S00899,train,DA021,Data Analysis,SQL,easy,0,What is SQL and what is it used for?,"SQL is a language used to manage and query relational databases, performing SELECT, INSERT, UPDATE, and DELETE operations.","SQL handles relational databases — I know SELECT, UPDATE, and DELETE exist.",1,12,18,0.667,10
S00276,train,FE023,Front-End,JavaScript,medium,1,What is the difference between == and === in JavaScript?,"== compares values with type coercion. === compares both value and type without coercion, making it stricter.",A closure is the combination of a function and the lexical scope it was defined in. The inner function retains access to outer variables.,2,24,17,1.412,10
S02266,train,DA013,Data Analysis,Visualization,medium,1,What is a heatmap used for in data analysis?,"A heatmap displays data values as colors in a matrix format, commonly used to visualize correlation matrices.",matplotlib.pyplot.show() saves the plot to a file.,0,7,17,0.412,10
S02007,train,DA011,Data Analysis,Visualization,medium,1,When would you use a scatter plot?,A scatter plot is used to visualize the relationship or correlation between two continuous numerical variables.,Histograms reveal the distribution shape of a continuous variable by showing frequencies across value ranges.,2,15,16,0.938,10
S01285,train,FE019,Front-End,JavaScript,easy,0,What is JavaScript?,"JavaScript is a scripting language that adds interactivity, dynamic behavior, and logic to web pages, running in the browser.",null and undefined are exactly the same value in JavaScript.,0,10,19,0.526,10
S03069,train,DA024,Data Analysis,SQL,medium,1,What is a JOIN in SQL? Name the types.,"A JOIN combines rows from two tables. Types include INNER JOIN, LEFT JOIN, RIGHT JOIN, and FULL OUTER JOIN.","SQL is a standard language for relational databases — SELECT queries tables, INSERT adds records, UPDATE modifies data, and DELETE removes rows.",2,22,19,1.158,10
S04472,train,FE028,Front-End,JavaScript,hard,2,What is event bubbling in JavaScript?,Event bubbling is when an event triggered on a child element propagates up through parent elements in the DOM tree.,"localStorage persists after the browser closes, sessionStorage doesn't.",1,8,20,0.4,10
S04926,test,FE015,Front-End,CSS,medium,1,What is CSS specificity?,CSS specificity determines which style rules apply when multiple rules target the same element. Inline > ID > class > element.,IDs have higher specificity than classes — an ID selector beats any number of class selectors in the cascade.,2,19,21,0.905,10
S05988,test,FE017,Front-End,CSS,hard,2,What is the difference between em and rem units in CSS?,"em is relative to the parent font size. rem is relative to the root element font size, making it more predictable.","A pseudo-class selects elements in a specific state — :hover for moused-over, :focus for focused inputs, :nth-child() for positional selection.",2,20,21,0.952,10
S00493,test,FE006,Front-End,HTML,medium,1,What are HTML forms used for?,"HTML forms collect user input through fields, checkboxes, and buttons, then submit data to a server for processing.",The class attribute can only be applied to div elements.,0,10,18,0.556,10
S02777,train,DA009,Data Analysis,Visualization,easy,0,What is matplotlib used for?,"Matplotlib is a Python library for creating static, animated, and interactive visualizations such as line plots, bar charts, and scatter plots.",Heatmaps show data intensity with color gradients.,1,7,21,0.333,10
S04745,train,DA015,Data Analysis,Statistics,easy,0,"What is the difference between mean, median, and mode?",Mean is the average of all values. Median is the middle value. Mode is the most frequently occurring value.,Correlation measures the relationship between two variables with a number.,1,10,19,0.526,10
S04600,test,FE005,Front-End,HTML,medium,1,What is the difference between div and span?,div is a block-level container for grouping elements. span is an inline container for styling inline content.,The strong tag makes text both bold and italicized.,0,9,17,0.529,10
S04038,train,DA010,Data Analysis,Visualization,easy,0,What is the difference between a bar chart and a histogram?,"A bar chart compares categorical data, while a histogram shows the distribution of continuous numerical data using bins.",Heatmaps encode numerical values as colors in a grid — ideal for showing patterns across two dimensions.,2,17,18,0.944,10
S08220,train,FE037,Front-End,Git,easy,0,What is Git and what is it used for?,"Git is a distributed version control system used to track changes in code, collaborate with others, and manage different versions of a project.",It's a distributed version control system that maintains a complete history of code changes. Git supports branching and merging for parallel development and collaboration.,2,24,23,1.043,10
S00098,train,DA012,Data Analysis,Visualization,medium,1,What is seaborn and how does it differ from matplotlib?,Seaborn is a high-level statistical visualization library built on matplotlib with easier syntax and better default aesthetics.,Heatmaps can show patterns in multi-dimensional data.,1,7,17,0.412,10
S07759,test,DA026,Data Analysis,SQL,hard,2,What is indexing in a database and why is it important?,Indexing creates a data structure to speed up query retrieval. It improves performance but requires storage and slows insertions.,SQL transactions can never be rolled back.,0,7,19,0.368,10
S02833,train,DA009,Data Analysis,Visualization,easy,0,What is matplotlib used for?,"Matplotlib is a Python library for creating static, animated, and interactive visualizations such as line plots, bar charts, and scatter plots.",A heatmap is only used for time series data.,0,9,21,0.429,10
S00092,train,DA012,Data Analysis,Visualization,medium,1,What is seaborn and how does it differ from matplotlib?,Seaborn is a high-level statistical visualization library built on matplotlib with easier syntax and better default aesthetics.,Bar charts are useful when comparing a few categorical groups.,1,10,17,0.588,10
S00667,train,DA030,Data Analysis,EDA,hard,2,What is the difference between supervised and unsupervised learning?,Supervised learning trains on labeled data to predict outcomes. Unsupervised learning finds patterns in unlabeled data without predefined outputs.,Data cleaning removes all rows with values that seem unusual.,0,10,19,0.526,10
S00960,train,FE001,Front-End,HTML,easy,0,What is HTML?,HTML is the standard markup language used to create the structure and content of web pages.,"Semantic HTML uses tags whose names describe the role of their content — like <nav>, <main>, and <aside> — making pages more accessible and understandable.",2,25,16,1.562,10
S02897,train,FE002,Front-End,HTML,easy,0,What is the difference between block and inline elements in HTML?,Block elements start on a new line and take full width. Inline elements flow within content and take only needed width.,"GET is used for data retrieval, POST for submitting form data.",1,11,21,0.524,10
S04203,train,DA022,Data Analysis,SQL,easy,0,What does the SELECT statement do in SQL?,"The SELECT statement retrieves data from one or more tables with optional filtering, sorting, and aggregation.","Structured Query Language enables interaction with relational databases through SELECT (read), INSERT (write), UPDATE (modify), and DELETE (remove) operations.",2,19,16,1.188,10
S04763,train,DA015,Data Analysis,Statistics,easy,0,"What is the difference between mean, median, and mode?",Mean is the average of all values. Median is the middle value. Mode is the most frequently occurring value.,Pearson correlation measures linear relationships between continuous variables.,1,8,19,0.421,10
S04679,test,FE005,Front-End,HTML,medium,1,What is the difference between div and span?,div is a block-level container for grouping elements. span is an inline container for styling inline content.,Data attributes with data- prefix let you embed custom info in elements.,1,12,17,0.706,10
S05694,train,FE021,Front-End,JavaScript,easy,0,What is the DOM?,The DOM is a tree-like representation of an HTML document that JavaScript manipulates to change content and structure.,A callback is a function you pass to another function that calls it back when it's done — a key pattern for async code.,2,24,18,1.333,10
S07444,test,FE004,Front-End,HTML,medium,1,What is semantic HTML?,"Semantic HTML uses meaningful tags like header, nav, article, and footer that describe content purpose, improving accessibility and SEO.",The head tag is where all visible page content should go.,0,11,19,0.579,10
S02799,train,DA009,Data Analysis,Visualization,easy,0,What is matplotlib used for?,"Matplotlib is a Python library for creating static, animated, and interactive visualizations such as line plots, bar charts, and scatter plots.",matplotlib is Python's foundational 2D plotting library — it gives you fine-grained control over every aspect of a figure.,2,19,21,0.905,10
S04856,train,DA015,Data Analysis,Statistics,easy,0,"What is the difference between mean, median, and mode?",Mean is the average of all values. Median is the middle value. Mode is the most frequently occurring value.,Variance is related to standard deviation — one is the square of the other.,1,14,19,0.737,10
S02208,train,DA013,Data Analysis,Visualization,medium,1,What is a heatmap used for in data analysis?,"A heatmap displays data values as colors in a matrix format, commonly used to visualize correlation matrices.","Heatmaps show data values through color intensity — darker or warmer colors represent higher values, cooler for lower ones.",2,19,17,1.118,10
S00702,train,DA017,Data Analysis,Statistics,medium,1,What is correlation and how is it measured?,Correlation measures the linear relationship between two variables using the Pearson coefficient ranging from -1 to 1.,Pearson's r measures linear correlation. A strong r (near ±1) doesn't guarantee causation.,2,13,17,0.765,10
S05998,test,FE017,Front-End,CSS,hard,2,What is the difference between em and rem units in CSS?,"em is relative to the parent font size. rem is relative to the root element font size, making it more predictable.",The :root pseudo-class selects the body element.,0,7,21,0.333,10
S07255,train,DA019,Data Analysis,Statistics,medium,1,What is a normal distribution?,A normal distribution is a symmetric bell-shaped probability distribution where data clusters around the mean with equal tails on both sides.,Statistical tests always give you a definitive true or false answer.,0,11,21,0.524,10
S03957,train,DA010,Data Analysis,Visualization,easy,0,What is the difference between a bar chart and a histogram?,"A bar chart compares categorical data, while a histogram shows the distribution of continuous numerical data using bins.","Seaborn is designed for statistical visualization, built on matplotlib. It has smarter defaults, better color palettes, and direct DataFrame support.",2,20,18,1.111,10
S05604,train,DA029,Data Analysis,EDA,hard,2,What is feature engineering?,"Feature engineering creates, transforms, or selects variables from raw data to improve machine learning model performance.","Data cleaning transforms raw, messy data into accurate, consistent, and complete data ready for analysis.",2,15,16,0.938,10
S02338,train,DA007,Data Analysis,Pandas,hard,2,Explain the difference between merge() and concat() in pandas.,"merge() joins DataFrames based on common columns like SQL joins, while concat() stacks DataFrames along an axis.",The shape attribute returns the column names of a DataFrame.,0,10,17,0.588,10
S02581,train,DA002,Data Analysis,Pandas,easy,0,How do you read a CSV file using pandas?,You use pd.read_csv('filename.csv') to read a CSV file into a DataFrame.,groupby() always returns a DataFrame with the same shape.,0,9,11,0.818,10
S02199,train,DA013,Data Analysis,Visualization,medium,1,What is a heatmap used for in data analysis?,"A heatmap displays data values as colors in a matrix format, commonly used to visualize correlation matrices.","Seaborn is designed for statistical visualization, built on matplotlib. It has smarter defaults, better color palettes, and direct DataFrame support.",2,20,17,1.176,10
